710	30101	100	30102	100
# move left
711	30103	100	30104	100
# lay prone
712	30105	100
# lay supine or die
713	30106	100
# vibrate prone
714	30107	100
# vibrate supine
715	30111	100
# spin and move prone
716	30108	30	30109	30	30110	30	30105	30
# spin and move supine
717	30112	30	30113	30	30114	30	30106	30

# ======== FIREBALL ========
# right
890	31	80	32	80	33	80	34	80
# left
891	35	80	36	80	37	80	38	80

# ======= HIT EFFECT =======
900	1000	50	1001	50	1002	50

# ====== TAIL EFFECT ======
901	1005	10	1006	10	1007	10	1008	10	1006	10	1005	10	1006	10	1007	10	1008	10	1005	10

# ====== COIN ======
# idle coin
404	51	100
# rotate coin
405	51	100	52	100	53	100	54	100

# ====== COIN EFFECT ======
903	63	35	64	35	65	35	66	35

# ============= BRONZE BRICK ==============
612	55	100	56	100	57	100	58	100

#==========================================
#==========================================
#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# MARIO
1	100	101	102	103	104	105	106	120	121	122	123	124	125	126	140	141	142	143	144	160	161	162	163	164	200	201	202	203	204	205	206	207	208	209	220	221	222	223	224	225	226	227	228	229	300	301	302	303	304	305	306	307	308	320	321	322	323	324	325	326	327	328	599	210	211	230	231	107	127	145	165	212	232	309	329	108	109	110	128	129	130	146	147	148	166	167	168	213	214	215	233	234	235	310	311	312	330	331	332
# BRICK 
2	601
# SECRET BRICK
22	602	603	612
# GOOMBA
3	702	703	704
#KOOPAS
4	710	711	712	713	714	715	716	717
# BACKGROUND
5	1
# FIREBALL
9	890	891
# HIT EFFECT
11	900
# TAIL EFFECT
12	901
# BRONZE BRICK
24	612	404	405
# COIN EFFECT
16	903

#==========================================
#==========================================

[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas, 4 = PLATFORM, 5 = BIGBOX

# MARIO
0	20.0	256	1

# ======== ENERMY ========
# KOOPAS
3	812	356	4	1

# GOOMBA
2	300	395	3
2	350	395	3


# ======== PLATFORM ========
# BIGBOX
5	240	368	22	3	3
5	272	336	22	3	5
5	400	368	22	5	3
5	464	336	22	4	5
5	512	384	22	6	2
5	512	304	22	4	7
5	1264	384	22	7	2
5	1296	352	22	7	4
5	1328	320	22	7	6
5	2144	368	22	3	3
5	2176	272	22	3	9

# GROUND
4	0	416	22	39	1
4	624	400	22	29	1
4	1152	416	22	22	1
4	1536	416	22	5	1
4	1664	416	22	36	1
4	2256	416	22	35	1
4	-16	384	22	1	10

# BRICK
4	1505	336	22	2	1

4	1569	400	22	1	1
4	1585	384	22	1	2
4	1601	368	22	1	3

4	1665	368	22	1	3
4	1681	384	22	1	2
4	1697	400	22	1	1

# CHIMNEY
4	352	368	22	2	3
4 	1793	384	22	2	2
4	1857	368	22	2	3
4	2256	368	22	2	3
4	2256	128	22	2	12
4	2320	384	22	2	2

# BRONZE BRICK
9	1952	400	24	1
9	1968	384	24	1
9	1968	400	24	1
9	1984	368	24	1
9	1984	384	24	1
9	1984	400	24	1
9	2000	368	24	1
9	2000	384	24	1
9	2000	400	24	1
9	2016	368	24	1
9	2016	384	24	1
9	2016	400	24	1
9	2032	384	24	1
9	2032	400	24	1
9	2048	400	24	1
9	2096	384	24	1
9	2096	400	24	1
9	2112	400	24	1

# COIN
10	1073	320	24	2
10	1105	288	24	2
10	1137	256	24	2
10	1109	224	24	2
10	1201	192	24	2
10	1329	80	24	2
10	1345	80	24	2
10	1361	80	24	2
10	1473	112	24	2
10	1489	112	24	2
10	1537	128	24	2
10	1553	128	24	2
10	1569	128	24	2
10	1585	128	24	2
10	1617	112	24	2
10	1633	112	24	2
10	1649	112	24	2
10	1665	112	24	2
10	1697	144	24	2
10	1729	112	24	2
10	1761	128	24	2
10	1809	96	24	2
10	1841	128	24	2

# SECRET BRICK
1	176	352	22	1	1
1	192	352	22	1	1
1	224	304	22	1	1
1	240	304	22	1	0
1	416	320	22	1	1
1	656	384	22	1	0
1	704	352	22	1	1
1	1440	128	22	2	5
1	1472	368	22	1	0
1	2032	368	22	2	6


# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id


[TILEMAP]
#10	textures\w1-1\tilesheet.png	textures\w1-1\matrix.txt	10	9	28	177	16	16
10	textures\w1-1\tilesheet2.png	textures\w1-1\matrix.txt	11	11	27	208	16	16
